:START_ID,:END_ID,relation,:TYPE
21051,43784,合作,合作
21051,47727,合作,合作
21051,52595,合作,合作
21051,53145,合作,合作
21051,41170,合作,合作
20224,57021,合作,合作
20224,57965,合作,合作
20224,55576,合作,合作
20224,41268,合作,合作
20224,56708,合作,合作
20224,52340,合作,合作
20224,41233,合作,合作
20224,57401,合作,合作
20224,45271,合作,合作
20224,47613,合作,合作
20688,57021,合作,合作
20688,57965,合作,合作
20688,55576,合作,合作
20688,41268,合作,合作
20688,56708,合作,合作
20688,52340,合作,合作
20688,41233,合作,合作
20688,57401,合作,合作
20688,45271,合作,合作
20688,47613,合作,合作
20999,51040,合作,合作
20999,43014,合作,合作
20999,57444,合作,合作
20999,41390,合作,合作
20999,45585,合作,合作
20999,42568,合作,合作
20999,48556,合作,合作
20655,52644,合作,合作
20655,44363,合作,合作
20655,52454,合作,合作
20655,48333,合作,合作
20655,49412,合作,合作
20655,56094,合作,合作
20655,47824,合作,合作
20655,48430,合作,合作
20655,44577,合作,合作
20655,56439,合作,合作
20655,56377,合作,合作
20655,50385,合作,合作
21069,41612,合作,合作
21069,44969,合作,合作
21069,56908,合作,合作
21069,54353,合作,合作
21069,46375,合作,合作
21069,48888,合作,合作
21518,53660,合作,合作
21518,48695,合作,合作
21518,51569,合作,合作
21518,51850,合作,合作
21518,46741,合作,合作
21518,54251,合作,合作
21518,51868,合作,合作
21693,53764,合作,合作
21693,58019,合作,合作
21693,53533,合作,合作
21693,40189,合作,合作
21693,40169,合作,合作
21693,55019,合作,合作
21693,48350,合作,合作
21693,41992,合作,合作
21693,57548,合作,合作
21693,47172,合作,合作
21693,53452,合作,合作
21693,56746,合作,合作
21693,55239,合作,合作
20432,53660,合作,合作
20432,54288,合作,合作
20432,43538,合作,合作
20432,49281,合作,合作
20432,52851,合作,合作
20432,52162,合作,合作
20432,44523,合作,合作
20257,49302,合作,合作
20257,48134,合作,合作
20257,54435,合作,合作
20257,45415,合作,合作
20257,46422,合作,合作
20257,50324,合作,合作
20257,40559,合作,合作
20257,42730,合作,合作
20257,40388,合作,合作
20257,46444,合作,合作
20257,46667,合作,合作
20257,51701,合作,合作
20257,41099,合作,合作
20111,43663,合作,合作
20111,51735,合作,合作
20111,40905,合作,合作
20111,42071,合作,合作
20111,51555,合作,合作
20111,50463,合作,合作
20111,50031,合作,合作
20111,47368,合作,合作
20162,43663,合作,合作
20162,51735,合作,合作
20162,40905,合作,合作
20162,42071,合作,合作
20162,51555,合作,合作
20162,50463,合作,合作
20162,50031,合作,合作
20162,47368,合作,合作
20302,47129,合作,合作
20302,49532,合作,合作
20302,45150,合作,合作
20302,55920,合作,合作
20302,49619,合作,合作
20302,46118,合作,合作
20302,48623,合作,合作
20302,52465,合作,合作
20302,41446,合作,合作
20302,45532,合作,合作
20302,58019,合作,合作
20302,47883,合作,合作
20302,45265,合作,合作
20302,43279,合作,合作
20302,52982,合作,合作
20302,52804,合作,合作
20302,52923,合作,合作
20302,48666,合作,合作
20302,54107,合作,合作
20302,53299,合作,合作
20302,50059,合作,合作
20302,45747,合作,合作
20302,48509,合作,合作
20302,45932,合作,合作
20302,41631,合作,合作
20302,42637,合作,合作
20302,43243,合作,合作
20302,50367,合作,合作
20302,43003,合作,合作
20302,45728,合作,合作
20302,45000,合作,合作
20302,57277,合作,合作
20302,43023,合作,合作
20302,44904,合作,合作
20302,50841,合作,合作
20302,43824,合作,合作
20302,46934,合作,合作
20302,49303,合作,合作
20302,44817,合作,合作
20302,40063,合作,合作
20302,47221,合作,合作
20302,52141,合作,合作
20302,56339,合作,合作
20302,51451,合作,合作
20302,48132,合作,合作
20302,54860,合作,合作
20302,48201,合作,合作
20302,56264,合作,合作
20302,46784,合作,合作
20302,54837,合作,合作
20302,49813,合作,合作
20302,51657,合作,合作
20302,49095,合作,合作
20302,45517,合作,合作
20360,54379,合作,合作
20360,41938,合作,合作
20360,50135,合作,合作
20360,46025,合作,合作
20360,42792,合作,合作
20360,45489,合作,合作
20360,44918,合作,合作
20360,58031,合作,合作
20360,56058,合作,合作
20360,44001,合作,合作
20360,48082,合作,合作
20360,45849,合作,合作
20288,56775,合作,合作
20288,41065,合作,合作
20288,49302,合作,合作
20288,56800,合作,合作
20288,49196,合作,合作
20288,53485,合作,合作
20288,44048,合作,合作
20288,54523,合作,合作
20288,52433,合作,合作
20288,43822,合作,合作
20288,55815,合作,合作
20288,47066,合作,合作
20288,54612,合作,合作
20288,47167,合作,合作
20649,42192,合作,合作
20649,51321,合作,合作
20649,50706,合作,合作
20649,48281,合作,合作
20649,51941,合作,合作
20649,52723,合作,合作
20649,57175,合作,合作
20649,57231,合作,合作
20649,46742,合作,合作
20649,56979,合作,合作
20649,49254,合作,合作
20649,50044,合作,合作
20649,41853,合作,合作
20649,57086,合作,合作
20649,56008,合作,合作
20649,46907,合作,合作
20649,43797,合作,合作
20649,48277,合作,合作
20649,43720,合作,合作
20649,45036,合作,合作
20649,57583,合作,合作
20649,52202,合作,合作
20649,44550,合作,合作
20649,43924,合作,合作
20217,57437,合作,合作
20217,47515,合作,合作
20217,44516,合作,合作
20217,57909,合作,合作
20217,42978,合作,合作
20217,52259,合作,合作
20217,52759,合作,合作
20217,47348,合作,合作
20217,55766,合作,合作
20217,55098,合作,合作
20066,57581,合作,合作
20066,54097,合作,合作
20066,50820,合作,合作
20043,52644,合作,合作
20043,43978,合作,合作
20043,42607,合作,合作
20043,54588,合作,合作
20043,56793,合作,合作
20043,45229,合作,合作
20043,50094,合作,合作
20959,56666,合作,合作
20959,57437,合作,合作
20959,42875,合作,合作
20959,58019,合作,合作
20959,41508,合作,合作
20959,43169,合作,合作
20959,53485,合作,合作
20959,45150,合作,合作
20959,42884,合作,合作
20959,47017,合作,合作
20959,54309,合作,合作
20959,55019,合作,合作
20959,41791,合作,合作
